0,1,2,3,4,5,6,7,8,9,10
"[-0.1292266547315547, 2.3841317156749184]","[-0.2551551727018223, 2.2182089204818514]","[-1.749124919623295, 0.6482481954593999]","[-1.5264675580213731, -0.03971721673757567]","[-1.878924958092792, 4.0]","[0.5806567165250867, 2.5059148734849046]","[-0.7601659771163479, 2.730014320016978]","[-0.6507722446791155, 2.038240900136981]","[-0.0685785887650899, 2.2801006640567287]","[-0.4994279972945256, 1.4557138050186258]","[-1.4130147007203986, -0.15095534950533818]"
"[-0.9353968594497712, 1.9570452411162542]","[-1.8959374607576165, 1.860923845132794]","[-1.2970789216594203, 2.349148775017639]","[-0.3500341446243291, 2.4585743891704404]","[-1.0750559257566914, 2.2615825849024107]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[-1.0416528994281102, 0.06941762724003597]","[-1.02724386883538, 1.4466730165805024]","[-1.2996153321582289, 2.6587158637508033]"
"[-0.8617879701884156, 1.8183179570974217]","[-0.915856199407918, 1.684295340664934]","[0.2258762830543242, 1.4277297027909568]","[0.2326484286736695, 2.480986355194131]","[0.1184969510671403, 2.4440136875290017]","[-1.8983699700603205, 5.0]","[-1.4228832489887675, 0.7383921501298504]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[-0.6362922405668031, 1.845717299204258]","[-1.8886365873419335, 10.0]"
"[-0.5272727590676117, 0.6114271805706395]","[-1.3380911195125464, 1.2032603553532146]","[0.4964133657634645, 2.196090149485533]","[-0.4573940224632847, 2.6580958860029007]","[-1.78946998893528, 2.3995004891462632]","[-1.2696230946651157, 0.8465180886711012]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[-0.949527786909, 0.4121171371387571]","[-1.8886365873419335, 10.0]"
"[0.0163851681321203, 2.061994123969207]","[-1.5662679249217786, -0.5360705712427696]","[-1.65958844711267, 0.3488207047322017]","[-1.0976105427828602, 0.14481683444542248]","[-1.8280317122862304, 0.015828464112100038]","[0.1073053707530421, 1.5492139961101075]","[-0.7868537406287859, 1.828014741347474]","[-0.5937475919792907, 1.708892474878084]","[-1.2861185822545376, 0.9240582214237395]","[-1.446525430920832, 1.585106449370841]","[-1.4864155012003988, 2.1383906264711445]"
"[-0.0301992422208088, 1.5067246839186987]","[-0.2309870784174162, 2.556437957121236]","[-1.5898497724192102, -0.5849833621169445]","[-0.4758718801846109, 1.3578302789936019]","[-1.53546552178384, 2.376745822008817]","[-0.8858032008856978, 0.37268044503633546]","[-1.1191548717457218, 1.5024422127648323]","[-1.890105597825969, 7.0]","[-1.2343415112170977, 1.3866255831510155]","[1.270072812272656, 2.359525679945124]","[-1.261775540600086, 1.5201838377871906]"
"[1.2392960299049172, 2.411490058560678]","[-0.0160903140910635, 1.0311362605753913]","[0.4789608820298788, 2.166016623135245]","[-0.4300902636465238, 0.73324637932939]","[-0.8974540220623175, 2.0208936163005458]","[-1.2104040163951282, 2.0853397349552862]","[0.886782392612159, 2.1915592846900642]","[-1.5400489600737113, 0.7813228156729046]","[-1.043813407458228, 2.4688891371796986]","[-1.5794754659275878, 2.4899614201205815]","[-1.5890828029733344, -0.06865429542027512]"
"[0.3725048610873984, 1.659841817325693]","[-0.5718246604070656, 2.009571710358224]","[-1.4424044992488194, 2.120430233155303]","[-0.8964273445335047, 2.4941916186027218]","[0.0745920907173752, 2.5183205125741677]","[-0.1878356944773948, 1.6335126664132984]","[-1.4832918092203995, 2.30984547908238]","[-1.890105597825969, 7.0]","[-1.0163087575124647, 0.8110037603175552]","[-1.185445219676439, 1.0256224747008846]","[-0.9763318938429574, 0.1569384399178173]"
"[0.5355285769358968, 1.5671944230196915]","[-0.1726650774510489, 0.8899298878177326]","[-0.8556991233820821, 1.3140115917155952]","[-0.7697995169465762, 1.3506665179138984]","[1.3909864027380017, 2.8239357386043054]","[-0.8444237865320905, 0.27634164309954856]","[1.100505128789642, 2.217380241786099]","[0.2204638651281531, 2.2850324821714203]","[0.9038114267223138, 2.166951738298284]","[-0.1786500792776341, 2.448914085360102]","[-0.4820464746172516, 1.3282860331725657]"
"[-1.0124462853750815, 2.386005547005568]","[-1.8959374607576165, 1.860923845132794]","[0.656490350111074, 2.094217959023556]","[0.155329701726836, 1.1591757146412418]","[-0.0975331829181086, 2.3333536439975306]","[-1.2202848986188144, -0.21583005651002019]","[-1.0009808280958472, 0.6989680599370468]","[-1.630304120979834, 1.4241623050048404]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[0.2348062657846836, 2.244381588023736]"
"[-1.437908095440786, 1.1196714853108012]","[-1.3118812346040434, 0.9129965731308514]","[-1.903740493650988, 2.0]","[-1.6734190839332332, 2.350845029223326]","[-1.320115844319854, 1.0060679277325963]","[-1.4608939361102864, 1.9594816561392536]","[-1.471867385208698, 1.3426308892232184]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-1.1669380206169695, 2.8026153645405345]"
"[-1.8773369788574752, 1.916942970196784]","[0.6419264647220129, 2.428019062979346]","[-1.515073791549278, -0.44232560043912805]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-1.0780998402419326, 0.596863494285341]","[-1.891391774852884, 6.0]","[0.0718139948193119, 1.3648777586196776]","[-1.172384524805176, -0.1390555018123869]","[0.0882027247050108, 1.4002966071871172]","[-1.3525072533766709, 1.6465658727832417]"
"[-1.8773369788574752, 1.916942970196784]","[-1.0782807552407097, 0.5199806732955479]","[-0.922934757261308, 1.5812799962791448]","[-1.099377081014825, -0.054067585650046324]","[-0.256940960146948, 1.1529075001047286]","[-1.8983699700603205, 5.0]","[-0.6933730722979706, 2.318693789764185]","[-1.890105597825969, 7.0]","[-0.7123400384915995, 1.9108752546288978]","[-1.050451291050915, 1.6178465580292383]","[-1.8886365873419335, 10.0]"
"[-1.4131341161915003, 2.0651952160343185]","[-1.302759972997614, 0.3434014241508184]","[-0.0727220396526989, 1.8735287324207746]","[-1.287331619973834, 0.7096489217138038]","[0.6261895110053285, 2.7575585581478457]","[-0.7671662049015783, 1.8972963065311976]","[-1.2944993694466018, 1.6816928378361018]","[-1.7092564267265118, 1.246859775613377]","[-0.4322500734117011, 0.8046803736935442]","[-0.7147546802554895, 1.0958127086642027]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[0.6867305230918819, 2.7229676688534035]","[-0.6491271380728818, 1.229530364002108]","[-0.3298779259566516, 1.9602540239714772]","[-1.1549152280005732, 1.4209940446126876]","[-1.8983699700603205, 5.0]","[-0.3789195585168107, 0.7499945530003707]","[-0.1075275773367991, 0.9534541451579762]","[1.1199716215176718, 2.3758933766928134]","[-1.8708523255393112, 9.0]","[-0.2517009665628104, 1.1000653059652463]"
"[-0.6457360525130977, 0.7226051772661262]","[-1.7075494187317766, 0.1797919981157713]","[-1.903740493650988, 2.0]","[0.5453277860097221, 2.310461120589019]","[0.941512703985572, 2.847892805075508]","[-1.7479013843375937, 2.153919458615313]","[-1.891391774852884, 6.0]","[0.5524961010215574, 2.801805977882858]","[-1.2061731199037182, -0.05908327674675484]","[-0.6377008881451309, 2.481881885204187]","[-1.1983006573159691, 1.993349715390567]"
"[-0.7218923232920189, 2.2707190717479686]","[0.6538251890795405, 2.5451563115870934]","[-1.903740493650988, 2.0]","[-1.4182667397781907, -0.09924382097217754]","[-1.878924958092792, 4.0]","[0.1405406508999162, 2.471180826585854]","[-0.1717654761710011, 1.3172090939799415]","[-1.890105597825969, 7.0]","[-1.1917449771463833, 1.3406780410087071]","[-0.7396356630519209, 0.6906728319323241]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[-0.4600270114123649, 2.5068947557055186]","[0.5413963141913709, 2.715732663496559]","[0.3431708943448842, 1.6745732891840093]","[-0.935206055614309, 1.5117905621268855]","[0.3586347616081863, 1.5835983361641437]","[-0.8538593374065145, 2.0533121299518777]","[-0.8629207843732336, 2.588450004845859]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[0.7830135184944188, 1.8338463087473929]"
"[-0.0304151766733554, 1.4958783522890255]","[-1.0559700359889432, 0.4079903086647222]","[0.6026794569087552, 2.5259317918926247]","[-0.2183033936838496, 1.6174453602758283]","[0.5238777695567807, 2.5753920330552504]","[-1.5172720045334325, 0.4285210846503209]","[-0.3987626601687659, 1.4118655252020749]","[0.1574301169963761, 2.2656755080887403]","[-1.0738328632731486, 1.9071977347023625]","[-0.7388771394332461, 0.2910827068965448]","[-0.931480347001508, 0.4745507666835891]"
"[-1.5580490411595291, 2.496094533116106]","[-0.4562238554962617, 1.608160188331317]","[0.3687606491627936, 1.8270136818404177]","[-1.049175661228504, 0.8093477572324873]","[-1.5190499923582224, 2.4628956173009886]","[-0.6238099999564997, 0.38110477346449845]","[-0.4051682313246501, 1.8539191151495626]","[-0.9939422280100144, 1.971532650428871]","[-1.8770450581862477, 8.0]","[-1.203676181500435, 1.4443113986529519]","[0.1833825037210302, 2.16777891858524]"
"[0.5038250171440871, 1.822293639936349]","[-0.7139256466087744, 2.591813829071321]","[-0.7862871249894872, 0.27056856235341886]","[-0.5566514650135986, 1.9768138037975427]","[-1.5138485151448324, 0.2608635242011954]","[-1.5434706579302666, -0.4487983560614557]","[-1.03456291031168, 1.0672472306095235]","[1.096797406639851, 2.4351879555128892]","[0.246849271190993, 1.6925188567404539]","[-1.4044318916383456, 0.6499846859906049]","[-1.2298282178708484, 2.2290149697856605]"
"[-1.1368650881729363, 0.48134956277249497]","[-0.8084626282462751, 1.3484687259712222]","[-0.1642609566427267, 2.0220519279286466]","[-0.5666658462208226, 2.4660454532091105]","[-1.030818212533369, 2.2478082769188137]","[-1.8983699700603205, 5.0]","[-1.1422266914101178, 0.28386359077588663]","[-1.0931826025091964, 2.1607623839590433]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-0.5077267843828247, 1.433607677390945]"
"[-1.4934606528355774, 2.3574681048132944]","[-0.7637666727011799, 0.7434396820197432]","[0.8653323643899262, 1.900158095304155]","[-0.9197977364387292, 2.58221123625993]","[0.0498577066941161, 1.770304753871963]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-0.3694833101323087, 1.4141096811342548]","[-1.2869505645611583, 1.5446423453728864]","[-1.644496770075763, 0.5601455189310363]","[-1.650072926920048, 1.2963458657543767]"
"[-0.983302559647225, 0.5744523705793888]","[-0.284650284597909, 1.36791184562217]","[-1.903740493650988, 2.0]","[-0.6057108159513782, 0.9521682493643404]","[0.1803854949067213, 1.906452853838016]","[-1.8983699700603205, 5.0]","[0.1196035400509047, 1.5219774303882057]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[-1.6583758485508049, 1.3895610491110715]","[0.2666851046915938, 2.341798618394402]"
"[-1.793585036190557, -0.5255523906537145]","[-0.2769292780960711, 2.0344951915478244]","[-0.4503432898032995, 0.5741248005719207]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-1.4396062853079052, 2.7966064023528263]","[-1.1149202206656348, 1.076294837586013]","[-1.2970835088213226, 0.14448117412474115]","[-1.081522802241759, 2.6566948530586476]","[-0.2339372835046602, 1.7924335075664946]","[0.7553266125337073, 2.4602199915669645]"
"[-1.042522192367988, 2.0500359024302552]","[0.4874410410593306, 1.5057419648177106]","[-1.53438311871289, 2.2624207905682554]","[-1.6200509376564556, 2.27050068901258]","[-1.2291797346682631, 1.9273476278080661]","[-0.672158075498466, 1.5242347598487842]","[-0.4967085798563336, 0.8331790759345908]","[-0.8002663602497485, 1.8005005220851702]","[-0.6126612426554977, 0.40366392136731477]","[-1.8708523255393112, 9.0]","[1.2186190739614742, 2.234470998960445]"
"[0.3829925248196937, 2.2419125627608487]","[-0.1785897229864869, 1.2533807767422458]","[-1.0790545590928418, 1.033151008728036]","[-0.8202270472566215, 0.25983650832788685]","[0.9649342342203876, 2.3681085911987614]","[-1.3521725672090608, 0.6002157157635022]","[-0.4635148613611485, 2.4848474589323044]","[-0.0246061752191374, 2.7067848065011235]","[-0.6687415214892317, 1.3939508220403762]","[-1.6495339680340653, 2.152932739858265]","[1.3609481247036082, 2.6839512176090223]"
"[-1.8773369788574752, 1.916942970196784]","[-1.568841409624139, 1.3387265421376449]","[-1.903740493650988, 2.0]","[-1.554859179061237, 1.4054059345954473]","[-0.6638588086404995, 0.6251810709481325]","[-1.8983699700603205, 5.0]","[-0.8468486432243083, 0.19181671421893853]","[1.0096331196395207, 2.2738932548630046]","[-0.5445657850117384, 2.36210496234986]","[-0.6794088418500948, 0.7134570196631652]","[0.3149720762514004, 1.6991155401769102]"
"[-1.8773369788574752, 1.916942970196784]","[-0.4408201061405501, 2.2752278756705113]","[-0.1937883870192984, 2.2602487912374083]","[-1.725787272318318, -0.5095228789289841]","[-1.6599432681381256, 1.0759907238312867]","[-1.8983699700603205, 5.0]","[-0.0570228263023622, 2.032326734012888]","[-1.1920466525480669, 1.233112282902824]","[-1.1151849505146787, 2.2880240921829884]","[0.6964471177658035, 1.94472403142939]","[-1.419829660065338, 1.6676815964984106]"
"[0.4370374873011259, 2.0646353552599823]","[-0.5128514020636441, 1.8768423526805826]","[-0.1749353699152667, 1.311816942771646]","[-1.883187343131268, 3.0]","[-0.670380928692633, 1.4815602542825248]","[0.9166323226579882, 1.9352619958125794]","[0.289798704291522, 1.7360361614911062]","[-1.4677069722892062, 2.2548922638584363]","[-1.3472606195111465, -0.12861698022016776]","[-1.8708523255393112, 9.0]","[0.005685469754026, 2.76095340267823]"
"[-1.8773369788574752, 1.916942970196784]","[-1.855874280309468, 1.0942373300117962]","[-1.903740493650988, 2.0]","[-1.5325460542446163, -0.11382900721272282]","[-0.6798304188581038, 0.33604974051782166]","[-0.2580731629408071, 1.1153773290400741]","[-1.444930711345484, 1.2953001539908175]","[-1.3221159114645824, 1.7170774129719548]","[1.0420244557329823, 2.402151024456251]","[-0.2759686929399316, 1.8719558781154613]","[-1.8886365873419335, 10.0]"
"[0.1821291018698871, 1.8971589207925161]","[-0.2260651766167736, 2.6746275435117055]","[0.6790190337198128, 2.6317546544070254]","[0.2155770811924266, 1.7061588233574807]","[-1.6472011519239529, 2.346214786806022]","[-0.5733934350056059, 2.367895340241706]","[-0.6109646821992808, 0.5403326943612163]","[1.0199529862557102, 2.322236242381753]","[-0.8959866942377706, 2.5708748632628824]","[-0.4999651290698838, 2.534759771089515]","[-1.5174947240114842, 1.25658560270268]"
"[-1.769543324639418, 1.1067973286532924]","[-0.3525464662789844, 2.399235072145986]","[-0.1596390279127352, 1.6460856752575932]","[-0.7507785103164754, 1.8701181728000091]","[-1.878924958092792, 4.0]","[1.2530121300793282, 2.6599879446313373]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[-0.9189568107105042, 1.0144867169903327]","[-1.2723965749902972, 0.04626973618786001]","[-0.1651245836062036, 1.5758841669298627]"
"[-0.7499953337775226, 0.44291094235976036]","[-1.8959374607576165, 1.860923845132794]","[-1.1460263316955568, 0.3694893365868668]","[-0.6774794017531247, 0.42866772309421275]","[-0.6768294933484468, 2.2403356683326585]","[0.8439619031043746, 2.0676348407182825]","[-1.891391774852884, 6.0]","[-0.1440878012460469, 1.7116346411166221]","[-1.6959853039435795, 2.4817656887962487]","[-1.8708523255393112, 9.0]","[-0.5434993953999481, 2.7046088297000903]"
"[-1.4934606528355774, 1.4867624590631991]","[-0.7637666727011799, 2.18860111808396]","[-0.167479612511777, 1.900158095304155]","[-1.5599476636423597, 2.58221123625993]","[0.2177237033846359, 1.770304753871963]","[-1.295452570766449, 2.065239148273349]","[-0.404118279543626, 2.1431235367993855]","[0.4141096811342548, 2.405615642516426]","[-1.8770450581862477, 8.0]","[-1.3412922896972244, 0.5601455189310363]","[-1.8886365873419335, 10.0]"
"[-1.8773369788574752, 1.916942970196784]","[-1.8959374607576165, 1.860923845132794]","[0.3822915897737405, 1.9744468147928433]","[-1.883187343131268, 3.0]","[0.8346962144670802, 1.8685755213543902]","[-0.9956324199269022, 1.8318335131074022]","[-1.1614476634095614, 1.1660901227736185]","[-0.2835888546956993, 0.7883500712694793]","[-1.8770450581862477, 8.0]","[-1.5274309486970288, 1.6871175657569717]","[0.4385821559266541, 1.8297589003385548]"
"[-1.095612591454652, 0.9818001653299384]","[-0.4765299339437666, 2.05654270101635]","[-1.776682184717863, 2.6381577807113095]","[1.411721586436818, 2.5462922256587914]","[-1.3818718254724618, -0.12451651596057456]","[-1.186193374704962, 1.9448707840752724]","[-1.891391774852884, 6.0]","[-0.9991333736303422, 0.43600168555415253]","[-1.547468515179822, 2.2990178969957062]","[-1.0835660694917724, 2.3345319757345893]","[-0.6541751726578354, 1.1703222646323586]"
"[0.0724111029168087, 1.775749474180785]","[-1.2930332678881236, 0.20540113407225757]","[-0.176283039904627, 1.1554996217576359]","[-1.7218766233457232, 0.6173864291206341]","[-0.8544311644483538, 2.388820016551854]","[0.7304850467902398, 2.3110750290654294]","[-0.317294758066639, 1.3723700258032248]","[-1.2663980736091642, 2.315737196335829]","[0.0338011170505128, 1.3303636114537418]","[-0.9063380395542538, 1.8252154623509846]","[0.061780095670233, 2.480685069946831]"
"[-1.7677152232915294, -0.011872669869974484]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-0.6142509397797846, 1.8694436882670962]","[-1.3140611247592728, 1.4999978661599698]","[-0.9524132184332692, 0.07715265498400081]","[-1.3168578598463596, 2.12855099120928]","[-1.890105597825969, 7.0]","[0.3612497958489661, 2.501594914873884]","[-1.8708523255393112, 9.0]","[0.4419066873782952, 1.4823923910700074]"
"[-1.438984877699104, 1.577845188822513]","[-0.5919155871509663, 1.2775277031543344]","[-1.038244030692966, 1.0764376624948215]","[-1.334637854025591, 2.6036417827942673]","[-1.878924958092792, 4.0]","[-1.593855535393874, 1.7544375897742177]","[0.1118344540317348, 2.4886228337951293]","[-1.252790986623447, 2.5538972388813446]","[-1.4004711408852677, 0.8367144770991041]","[0.6460111263685644, 2.0664580208175565]","[0.3135551543097877, 2.3219597238816685]"
